,sales_small.ProductID,sales_small.WeekKey,sales_small.Channel,sales_small.Country,sales_small.CSP,sales_small.SalesVolume,sales_small.TotalStockVolume,sales_small.StoreStockVolume,sales_small.DepotStockVolume,sales_small.FutureCommitmentVolume,sales_small.IntakeVolume,sales_small.StoresWithStockCount,sales_small.StoresWithSalesCount,price_change_tw,price_change_before,products.Season,products.Group,products.SubGroup,products.Class,products.SubClass,sales_small.SalesVolume_nw,price_change_nw,season_nw
6797,5c8a468e,201517,Stores,B,15.383,74,38,36,2,0,0,0.9716,0.3459,0.0,0.0,L,edf80f3a,edf80f3a,13105152,3df8175a,49.0,0.0,Summer
6847,6fc7e73e,201517,Stores,A,16.958,2,2,2,0,0,0,0.0428,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,3.0,0.0,Summer
6848,6fc7e73e,201517,Stores,B,15.383,28,35,29,6,0,0,0.8201,0.1866,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,39.0,0.0,Summer
6858,7354699f,201517,Stores,A,12.232000000000001,5,2,2,0,0,0,0.0186,0.0155,2.2509999999999977,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,4.0,0.0,Summer
6859,7354699f,201517,Stores,B,11.782,29,10,10,0,0,0,0.17724,0.1477,1.8010000000000002,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,20.0,0.0,Summer
6869,76786b3b,201517,Online,B,17.183,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,4.0,0.0,Summer
6870,76786b3b,201517,Stores,A,19.209,6,3,3,0,0,0,0.0816,0.0272,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,5.0,0.0,Summer
6871,76786b3b,201517,Stores,B,17.183,84,63,49,14,0,0,0.59465,0.41200000000000003,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,118.0,0.0,Summer
6873,78838610,201517,Online,B,15.383,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Summer
6874,78838610,201517,Stores,A,16.958,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Summer
6875,78838610,201517,Stores,B,15.383,10,8,7,0,0,1,0.3964,0.0622,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,11.0,0.0,Summer
6922,85db67fa,201517,Online,B,17.183,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,3.0,0.0,Summer
6923,85db67fa,201517,Stores,A,19.209,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Summer
6924,85db67fa,201517,Stores,B,17.183,10,6,6,0,0,0,0.2021,0.0544,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,12.0,0.0,Summer
6955,91819df8,201517,Online,B,12.232000000000001,2,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,2.0,0.0,Summer
6956,91819df8,201517,Stores,A,12.908,3,1,1,0,0,0,0.0622,0.0428,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,3.0,0.0,Summer
6957,91819df8,201517,Stores,B,12.232000000000001,53,83,24,58,0,1,0.61215,0.9328,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,57.0,0.0,Summer
6958,91a18e49,201517,Online,B,18.084,2,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,1.0,0.0,Summer
6981,98de5742,201517,Online,B,17.183,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Summer
6982,98de5742,201517,Stores,A,19.209,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Summer
6983,98de5742,201517,Stores,B,17.183,9,6,6,0,0,0,0.2099,0.0544,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,12.0,0.0,Summer
7016,a49b349b,201517,Stores,A,18.084,3,1,1,0,0,0,0.0428,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Summer
7017,a49b349b,201517,Stores,B,16.283,32,41,28,12,0,1,0.8201,0.1904,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,43.0,0.0,Summer
7042,ae226eec,201517,Online,B,12.683,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,3.0,0.0,Summer
7043,ae226eec,201517,Stores,A,13.357999999999999,6,3,3,0,0,0,0.0661,0.0233,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,5.0,0.0,Summer
7044,ae226eec,201517,Stores,B,12.683,98,62,60,3,0,-1,0.59075,0.4003,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,122.0,0.0,Summer
7045,ae5e3b78,201517,Online,B,16.733,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,b5ae3139,b5ae3139,b5ae3139,1.0,0.0,Summer
7061,b3d5b4ba,201517,Online,B,14.482999999999999,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Summer
7062,b3d5b4ba,201517,Stores,A,15.833,2,1,1,0,0,0,0.0233,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Summer
7063,b3d5b4ba,201517,Stores,B,14.482999999999999,25,24,14,10,0,0,0.4042,0.1127,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,38.0,0.0,Summer
7080,b82d34be,201517,Online,B,15.383,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,5821b43f,2.0,0.0,Summer
7081,b82d34be,201517,Stores,B,15.383,12,9,8,1,0,0,0.1982,0.0505,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,5821b43f,16.0,0.0,Summer
7097,bd24b89e,201517,Online,B,14.482999999999999,5,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,5.0,0.0,Summer
7098,bd24b89e,201517,Stores,A,15.833,4,3,3,0,0,0,0.0855,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,8.0,0.0,Summer
7099,bd24b89e,201517,Stores,B,14.482999999999999,88,109,60,49,0,0,0.6296,0.342,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,127.0,0.0,Summer
7102,be310af2,201517,Online,B,12.683,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,2.0,0.0,Summer
7103,be310af2,201517,Stores,A,13.357999999999999,2,1,1,0,0,0,0.0194,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,2.0,0.0,Summer
7104,be310af2,201517,Stores,B,12.683,13,8,8,0,0,0,0.3614,0.0583,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,20.0,0.0,Summer
7105,be63f01,201517,Online,B,13.133,5,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,9.0,0.0,Summer
7106,be63f01,201517,Stores,B,13.133,6,7,3,4,0,0,0.0894,0.0233,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,9.0,0.0,Summer
7130,c7cbf4e5,201517,Online,B,12.683,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,3.0,0.0,Summer
7131,c7cbf4e5,201517,Stores,A,13.357999999999999,3,1,1,0,0,0,0.0311,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,3.0,0.0,Summer
7132,c7cbf4e5,201517,Stores,B,12.683,46,20,20,0,0,0,0.7190000000000001,0.1982,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,62.0,0.0,Summer
7136,c8d4b87d,201517,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,3.0,0.0,Summer
7137,c8d4b87d,201517,Stores,A,14.482999999999999,5,3,3,0,0,0,0.0661,0.0194,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,7.0,0.0,Summer
7138,c8d4b87d,201517,Stores,B,13.583,73,120,54,66,0,0,0.5927,0.2915,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,88.0,0.0,Summer
7154,cdb5d01e,201517,Stores,A,14.609000000000002,6,1,1,0,0,0,0.0428,0.0155,3.474999999999998,0.0,L,edf80f3a,edf80f3a,bf003871,55818191,3.0,0.0,Summer
7155,cdb5d01e,201517,Stores,B,13.583,89,14,14,0,0,0,0.42444,0.3537,2.700000000000001,0.0,L,edf80f3a,edf80f3a,bf003871,55818191,43.0,0.0,Summer
7186,da4e299,201517,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Summer
7187,da4e299,201517,Stores,A,14.482999999999999,2,1,1,0,0,0,0.0272,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Summer
7188,da4e299,201517,Stores,B,13.583,17,25,19,6,0,0,0.4081,0.0777,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,22.0,0.0,Summer
7201,e05995be,201517,Online,B,13.583,5,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,7.0,0.0,Summer
7202,e05995be,201517,Stores,A,14.482999999999999,2,2,2,0,0,0,0.0428,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,4.0,0.0,Summer
7203,e05995be,201517,Stores,B,13.583,59,39,32,8,0,-1,0.8162,0.2099,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,102.0,0.0,Summer
7219,e58aa2c5,201517,Stores,A,15.748,2,0,0,0,0,0,0.0,0.0039,3.4610000000000003,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Summer
7220,e58aa2c5,201517,Stores,B,14.482999999999999,19,3,3,0,0,0,0.11195999999999999,0.0933,2.700000000000001,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,11.0,0.0,Summer
7230,ea11be7a,201517,Online,B,36.986999999999995,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,b5ae3139,b5ae3139,b5ae3139,1.0,0.0,Summer
7238,ec75763b,201517,Online,B,13.583,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,,,
7239,ec75763b,201517,Stores,A,14.630999999999998,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,0.0,Summer
7244,eda443ea,201517,Stores,A,12.795,10,1,1,0,0,0,0.05136,0.0428,1.6879999999999988,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,5.0,0.0,Summer
7245,eda443ea,201517,Stores,B,12.232000000000001,129,20,20,0,0,0,0.6249600000000001,0.5208,1.350999999999999,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,65.0,0.0,Summer
7258,f0df2047,201517,Online,B,10.882,3,0,0,0,0,0,0.0039,0.0039,1.125,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,1.0,0.0,Summer
7259,f10c15ed,201517,Online,B,15.383,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,3.0,0.0,Summer
7260,f10c15ed,201517,Stores,A,16.958,3,1,1,0,0,0,0.035,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,4.0,0.0,Summer
7261,f10c15ed,201517,Stores,B,15.383,35,34,31,3,0,0,0.8162,0.20600000000000002,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,44.0,0.0,Summer
7265,f236c80a,201517,Online,B,12.232000000000001,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,5.0,0.0,Summer
7266,f236c80a,201517,Stores,A,12.908,2,1,1,0,0,0,0.0233,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,3.0,0.0,Summer
7267,f236c80a,201517,Stores,B,12.232000000000001,23,51,21,30,0,0,0.4197,0.1049,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,50d24518,57.0,0.0,Summer
7290,f6795143,201517,Stores,B,18.984,22,5,5,0,0,0,0.0606,0.0505,9.001999999999999,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,10.0,0.0,Summer
7321,fcc369e5,201517,Stores,A,15.833,1,3,3,0,0,0,0.07,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Summer
7360,1e70cdb4,201518,Stores,A,12.232000000000001,29,14,14,0,0,0,0.2215,0.0894,0.0,0.0,L,edf80f3a,edf80f3a,b63dd552,b27bd2f3,66.0,1.125,Summer
7361,1e70cdb4,201518,Stores,B,11.782,536,123,123,0,0,0,0.8842,0.58685,0.0,0.0,L,edf80f3a,edf80f3a,b63dd552,b27bd2f3,908.0,0.9000000000000004,Summer
7364,219eacd6,201518,Online,B,14.482999999999999,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,10.0,1.3499999999999996,Summer
7365,219eacd6,201518,Stores,A,15.833,22,12,12,0,0,0,0.2954,0.0816,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,46.0,1.7550000000000008,Summer
7366,219eacd6,201518,Stores,B,14.482999999999999,187,213,94,119,0,0,0.9755,0.6996,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,531.0,1.3499999999999996,Summer
7372,22fa92e5,201518,Online,B,15.383,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,21.0,2.6999999999999993,Summer
7373,22fa92e5,201518,Stores,A,16.958,2,2,2,0,0,0,0.0428,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,5.0,3.4879999999999978,Summer
7374,22fa92e5,201518,Stores,B,15.383,34,69,30,39,0,0,0.8162,0.1205,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,93.0,2.6999999999999993,Summer
7377,23cc32b8,201518,Stores,A,18.084,0,1,1,0,0,0,0.0194,0.0,0.0,0.0,L,edf80f3a,edf80f3a,6e52582b,6e52582b,2.0,4.051,Summer
7378,23cc32b8,201518,Stores,B,16.283,20,17,17,0,0,0,0.3887,0.0777,0.0,0.0,L,edf80f3a,edf80f3a,6e52582b,6e52582b,56.0,3.150000000000002,Summer
7381,25a048e4,201518,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,3.0,0.0,Summer
7385,2729a59e,201518,Stores,A,13.493,12,2,2,0,0,0,0.0661,0.0389,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,9.0,0.5850000000000009,Summer
7386,2729a59e,201518,Stores,B,12.683,243,25,25,0,0,0,0.53245,0.8123,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,139.0,0.45099999999999874,Summer
7411,34cd83e4,201518,Stores,A,15.765999999999998,8,3,3,0,0,0,0.20600000000000002,0.0428,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,7.0,1.7329999999999988,Summer
7416,360076a3,201518,Online,B,14.482999999999999,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,17.0,1.799999999999999,Summer
7417,360076a3,201518,Stores,A,15.833,0,1,1,0,0,0,0.0194,0.0,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,3.0,2.34,Summer
7418,360076a3,201518,Stores,B,14.482999999999999,19,22,15,7,0,0,0.4275,0.0661,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,c6aeef0b,50.0,1.799999999999999,Summer
7420,37cad3a4,201518,Online,B,16.733,5,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,11.0,2.2500000000000018,Summer
7421,37cad3a4,201518,Stores,A,15.833,4,1,1,0,0,0,0.0233,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,4.0,0.0,Summer
7422,37cad3a4,201518,Stores,B,14.482999999999999,60,29,27,2,0,0,0.7773,0.2176,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,54.0,0.0,Summer
7436,3c3f7db5,201518,Online,B,18.984,6,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,22.0,3.6010000000000026,Summer
7437,3c3f7db5,201518,Stores,B,18.984,16,28,13,15,0,0,0.2215,0.0311,0.0,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,42.0,6.301000000000002,Summer
7445,40345637,201518,Online,B,11.332,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,7.0,0.45000000000000107,Summer
7446,40345637,201518,Stores,B,11.332,5,6,3,3,0,0,0.1943,0.0855,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,6.0,0.9000000000000004,Summer
7465,4539dd39,201518,Stores,B,18.084,2,4,3,1,0,0,0.0933,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,abe2aed2,2.0,0.0,Summer
7484,4e090ddf,201518,Stores,B,11.782,8,1,1,0,0,0,0.0428,0.0272,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,7.0,0.0,Summer
7494,50eb65e5,201518,Stores,B,13.583,7,1,1,0,0,0,0.1438,0.0389,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,5.0,0.9000000000000004,Summer
7507,5345fa6b,201518,Online,B,13.583,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,13.0,1.8010000000000002,Summer
7508,5345fa6b,201518,Stores,A,14.482999999999999,4,1,1,0,0,0,0.035,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,6.0,2.2509999999999977,Summer
7509,5345fa6b,201518,Stores,B,13.583,79,39,29,10,0,0,0.8239,0.2798,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,170.0,1.8010000000000002,Summer
7514,56f88d76,201518,Online,B,18.984,5,5,0,5,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,80b04f38,f740e1ce,7.0,0.0,Summer
7515,57d319d8,201518,Online,B,12.232000000000001,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,b63dd552,b27bd2f3,11.0,1.3500000000000014,Summer
7519,58d25136,201518,Online,B,16.733,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,abe2aed2,3.0,0.0,Summer
7520,58d25136,201518,Stores,A,18.759,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,abe2aed2,0.0,4.096,Summer
7521,58d25136,201518,Stores,B,16.733,13,16,16,0,0,0,0.4314,0.035,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,abe2aed2,23.0,3.1500000000000004,Summer
7527,59c9347e,201518,Online,B,15.383,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,9.0,2.6999999999999993,Summer
7528,59c9347e,201518,Stores,A,16.958,4,3,3,0,0,0,0.1166,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,10.0,3.4879999999999978,Summer
7529,59c9347e,201518,Stores,B,15.383,42,40,40,0,0,0,0.7637,0.1982,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,8a05472,178.0,2.6999999999999993,Summer
7542,5ac8313f,201518,Online,B,13.583,8,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,8.0,0.0,Summer
7543,5ac8313f,201518,Stores,A,14.482999999999999,14,8,8,0,0,0,0.2526,0.0622,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,10.0,1.125,Summer
7544,5ac8313f,201518,Stores,B,13.583,199,63,62,1,0,0,0.80645,0.5869,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,128.0,0.9000000000000004,Summer
7550,5c8a468e,201518,Stores,A,16.958,4,2,2,0,0,0,0.0505,0.0155,0.0,0.0,L,edf80f3a,edf80f3a,13105152,3df8175a,5.0,0.0,Summer
7551,5c8a468e,201518,Stores,B,15.383,49,33,31,2,0,0,0.9017,0.2254,0.0,0.0,L,edf80f3a,edf80f3a,13105152,3df8175a,58.0,0.0,Summer
7601,6fc7e73e,201518,Stores,A,16.958,3,1,1,0,0,0,0.0428,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,4.0,2.327,Summer
7602,6fc7e73e,201518,Stores,B,15.383,39,32,27,5,0,0,0.8201,0.2215,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,91.0,1.799999999999999,Summer
7613,7354699f,201518,Stores,A,12.232000000000001,4,1,1,0,0,0,0.1283,0.0117,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,3.0,0.0,Summer
7614,7354699f,201518,Stores,B,11.782,20,8,8,0,0,0,0.5441,0.10099999999999999,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,18.0,0.0,Summer
7624,76786b3b,201518,Online,B,17.183,4,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,5.0,0.0,Summer
7625,76786b3b,201518,Stores,A,19.209,5,3,3,0,0,0,0.0777,0.0233,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,5.0,3.4610000000000003,Summer
7626,76786b3b,201518,Stores,B,17.183,118,50,44,6,0,0,0.59075,0.4742,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,79.0,2.700000000000001,Summer
7628,78838610,201518,Online,B,15.383,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,3.0,1.799999999999999,Summer
7629,78838610,201518,Stores,A,16.958,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,2.327,Summer
7630,78838610,201518,Stores,B,15.383,11,7,7,0,0,0,0.3925,0.0622,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,26.0,1.799999999999999,Summer
7678,85db67fa,201518,Online,B,17.183,3,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,4.0,2.700000000000001,Summer
7679,85db67fa,201518,Stores,A,19.209,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,3.4610000000000003,Summer
7680,85db67fa,201518,Stores,B,17.183,12,5,5,0,0,0,0.1827,0.0583,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,22.0,2.700000000000001,Summer
7700,8a0355ee,201518,Online,B,12.683,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,4.0,0.0,Summer
7713,91819df8,201518,Online,B,12.232000000000001,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,3.0,0.0,Summer
7714,91819df8,201518,Stores,A,12.908,3,1,1,0,0,0,0.0622,0.0466,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,5.0,1.7559999999999985,Summer
7715,91819df8,201518,Stores,B,12.232000000000001,57,80,22,57,0,1,0.6102,0.9755,0.0,0.0,L,edf80f3a,edf80f3a,c702f6b0,8821bf4a,71.0,1.3500000000000014,Summer
7716,91a18e49,201518,Online,B,18.084,1,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,c494ac16,1d455ef5,2.0,0.0,Summer
7739,98de5742,201518,Online,B,17.183,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,5.0,2.700000000000001,Summer
7740,98de5742,201518,Stores,A,19.209,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,0.0,3.4610000000000003,Summer
7741,98de5742,201518,Stores,B,17.183,12,5,5,0,0,0,0.1982,0.0622,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,21.0,2.700000000000001,Summer
7774,a49b349b,201518,Online,B,16.283,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,2.0,0.0,Summer
7775,a49b349b,201518,Stores,A,18.084,2,1,1,0,0,0,0.0428,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,6.0,3.474999999999998,Summer
7776,a49b349b,201518,Stores,B,16.283,43,37,28,8,0,1,0.8239,0.2449,0.0,0.0,L,edf80f3a,edf80f3a,475fad98,76b05919,134.0,2.700000000000001,Summer
7801,ae226eec,201518,Online,B,12.683,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,3.0,0.0,Summer
7802,ae226eec,201518,Stores,A,13.357999999999999,5,3,3,0,0,0,0.0661,0.0194,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,4.0,0.0,Summer
7803,ae226eec,201518,Stores,B,12.683,122,51,50,1,0,0,0.56355,0.4586,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,87.0,0.0,Summer
7804,ae5e3b78,201518,Online,B,16.733,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,b5ae3139,b5ae3139,b5ae3139,1.0,0.0,Summer
7820,b3d5b4ba,201518,Online,B,14.482999999999999,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Summer
7821,b3d5b4ba,201518,Stores,A,15.833,2,1,1,0,0,0,0.0233,0.0078,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,2.0,0.0,Summer
7822,b3d5b4ba,201518,Stores,B,14.482999999999999,38,21,18,2,0,1,0.4042,0.1438,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,ef307285,35.0,0.0,Summer
7839,b82d34be,201518,Online,B,15.383,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,5821b43f,3.0,0.0,Summer
7840,b82d34be,201518,Stores,B,15.383,16,7,7,1,0,-1,0.1943,0.0622,0.0,0.0,L,edf80f3a,edf80f3a,bf003871,5821b43f,10.0,0.0,Summer
